NU_ANO_CENSO|ID_TURMA|NO_TURMA|TX_HR_INICIAL|TX_MI_INICIAL|NU_DURACAO_TURMA|NU_MATRICULAS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|TP_TIPO_TURMA|IN_MAIS_EDUCACAO|NU_DIAS_ATIVIDADE|IN_DIA_SEMANA_DOMINGO|IN_DIA_SEMANA_SEGUNDA|IN_DIA_SEMANA_TERCA|IN_DIA_SEMANA_QUARTA|IN_DIA_SEMANA_QUINTA|IN_DIA_SEMANA_SEXTA|IN_DIA_SEMANA_SABADO|CO_TIPO_ATIVIDADE_1|CO_TIPO_ATIVIDADE_2|CO_TIPO_ATIVIDADE_3|CO_TIPO_ATIVIDADE_4|CO_TIPO_ATIVIDADE_5|CO_TIPO_ATIVIDADE_6|IN_BRAILLE|IN_RECURSOS_BAIXA_VISAO|IN_PROCESSOS_MENTAIS|IN_ORIENTACAO_MOBILIDADE|IN_SINAIS|IN_COMUNICACAO_ALT_AUMENT|IN_ENRIQ_CURRICULAR|IN_SOROBAN|IN_INFORMATICA_ACESSIVEL|IN_PORT_ESCRITA|IN_AUTONOMIA_ESCOLAR|IN_DISC_QUIMICA|IN_DISC_FISICA|IN_DISC_MATEMATICA|IN_DISC_BIOLOGIA|IN_DISC_CIENCIAS|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LINGUA_INDIGENA|IN_DISC_ARTES|IN_DISC_EDUCACAO_FISICA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_FILOSOFIA|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_SOCIOLOGIA|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ATENDIMENTO_ESPECIAIS|IN_DISC_DIVER_SOCIO_CULTURAL|IN_DISC_LIBRAS|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|11122941|D00607213731524|13|0|240|25|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122942|E00607213731532|13|0|240|25|1|0|1|0|0|1||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122943|C00601213731565|13|0|240|25|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122944|D00601213731573|13|0|240|25|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122945|E00601213731581|13|0|240|24|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122946|D00602213731623|13|0|240|25|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122947|E00602213731631|13|0|240|25|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122948|F00602213731649|13|0|240|25|1|0|1|0|0|2||0||5|0|1|1|1|1|1|0|||||||||||||||||||||||||||||||||||||||||||||35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122949|A01401212846901|13|0|270|25|1|0|1|0|0|14||0|1|5|0|1|1|1|1|1|0||||||||||||||||||||1||0|1|0|0|0|0|0|1|1|0|0|0|0|0||0|0||||0||1|35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122950|B01401212846919|13|0|270|24|1|0|1|0|0|14||0|1|5|0|1|1|1|1|1|0||||||||||||||||||||1||0|1|0|0|0|0|0|1|1|0|0|0|0|0||0|0||||0||1|35061414|3|3506|35026|35|3543907|354390705|3|1|||||||||1|0|0
2017|11122687|31408212511174|7|0|320|35|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021787|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11122688|41408212511182|7|0|320|35|1|0|1|0|0|21||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021787|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11122689|11409212511190|7|0|320|35|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021787|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11122690|21409212511208|7|0|320|34|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021787|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11122691|31409212511216|7|0|320|34|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021787|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11122692|41409212511224|7|0|320|34|1|0|1|0|0|41||0|1|5|0|1|1|1|1|1|0||||||||||||||||||0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0||0|0|0||||0||0|35021787|3|3506|35026|35|3543907|354390705|2|1|||||||||1|0|0
2017|11123812|463503215015124|19|0|210|20|1|0|0|0|1|40|1006|0||4|0|1|1|1|1|0|0|||||||||||||||||||||||||||||||||||||||1||||||35260605|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11123813|473502215015132|19|0|210|22|1|0|0|0|1|40|1006|0||4|0|1|1|1|1|0|0|||||||||||||||||||||||||||||||||||||||1||||||35260605|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11123814|483501215015140|19|0|210|16|1|0|0|0|1|40|1006|0||4|0|1|1|1|1|0|0|||||||||||||||||||||||||||||||||||||||1||||||35260605|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11123815|493501215015157|19|0|210|26|1|0|0|0|1|40|1006|0||4|0|1|1|1|1|0|0|||||||||||||||||||||||||||||||||||||||1||||||35260605|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11123816|213503215015165|19|0|210|13|1|0|0|0|1|40|1023|0||4|0|1|1|1|1|0|0|||||||||||||||||||||||||||||||||||||||1||||||35260605|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
2017|11123817|223503215015173|19|0|210|10|1|0|0|0|1|40|1023|0||4|0|1|1|1|1|0|0|||||||||||||||||||||||||||||||||||||||1||||||35260605|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|1|0|0
